"Time","Mean_temp","Max_temp","Min_temp","Temp_variance","Temp_stddev","Humidity","Temperature","PM 1","PM 2.5","PM 10","FCBDB62F1727_count","FCBDB62F1727_mean_dBm","F2416138F240_count","F2416138F240_mean_dBm"
"1557223368","28.44","34.15","23.70","7.48","2.74","37.35","35.20","4","3","4","8","-78.6","20","-65.2"
"1557223423","26.78","34.35","23.44","3.33","1.83","36.74","34.97","3","2","5","0","0.0","24","-78.4"
"1557223478","26.23","29.73","23.49","1.81","1.35","36.11","32.74","3","2","3","0","0.0","31","-74.6"
"1557223532","26.20","29.51","23.54","1.77","1.33","35.75","32.47","2","1","2","0","0.0","0","0.0"
"1557223587","26.23","29.71","23.56","1.77","1.33","36.28","32.22","5","3","9","0","0.0","5","-70.4"
"1557223642","26.22","29.85","23.43","1.75","1.32","36.78","32.67","3","2","5","0","0.0","39","-83.4"
"1557223697","26.38","30.92","23.53","2.09","1.44","36.11","32.49","3","2","83","0","0.0","27","-80.0"
"1557223751","26.27","29.65","23.62","1.71","1.31","36.03","32.33","4","3","4","0","0.0","39","-79.5"
"1557223806","31.36","36.40","24.85","8.67","2.94","37.24","32.83","4","3","5","31","-65.0","26","-76.1"
"1557223861","26.69","31.03","23.74","1.96","1.40","36.68","32.72","4","2","4","22","-78.2","33","-79.5"
"1557223916","26.54","29.90","23.69","1.76","1.33","37.11","32.64","3","2","5","0","0.0","26","-71.8"
"1557223971","26.42","29.98","23.73","1.71","1.31","37.74","32.58","4","3","4","23","-77.7","40","-79.1"
"1557224026","29.34","34.94","23.73","7.52","2.74","37.91","32.50","4","3","13","7","-67.6","28","-69.0"
"1557224080","26.45","29.85","23.64","1.73","1.31","37.29","32.44","4","3","8","0","0.0","22","-69.7"
"1557224136","26.19","29.45","23.39","1.71","1.31","36.17","32.39","4","3","4","0","0.0","0","0.0"
"1557224190","26.29","29.48","23.46","1.70","1.30","36.53","32.29","4","3","4","0","0.0","38","-70.6"
"1557224245","26.20","29.53","23.58","1.68","1.30","36.09","32.22","3","2","3","0","0.0","0","0.0"
"1557224299","26.17","29.26","23.42","1.67","1.29","36.35","32.79","2","1","3","0","0.0","32","-69.6"
"1557224354","26.33","29.62","23.48","1.63","1.28","36.56","32.71","2","1","2","0","0.0","40","-70.8"
"1557224409","26.30","29.46","23.51","1.71","1.31","37.02","32.67","3","2","3","0","0.0","28","-72.9"
"1557224464","26.36","29.72","23.87","1.71","1.31","36.70","32.63","2","1","2","0","0.0","40","-75.9"
"1557224519","26.40","32.00","23.60","1.93","1.39","37.19","32.57","2","1","2","0","0.0","36","-68.1"
"1557224573","26.33","29.56","23.60","1.67","1.29","37.43","32.53","2","1","4","0","0.0","11","-68.3"
"1557224628","26.52","31.62","23.84","1.89","1.37","36.97","32.50","1","0","1","0","0.0","38","-76.1"
"1557224683","26.38","29.45","23.90","1.64","1.28","37.57","32.46","1","0","1","0","0.0","33","-69.6"
"1557224738","26.20","29.48","23.06","1.66","1.29","37.08","32.43","2","1","2","0","0.0","26","-72.9"
"1557224792","26.40","29.78","23.85","1.63","1.27","37.23","32.40","2","1","2","4","-91.2","36","-67.8"
"1557224847","26.45","29.63","23.93","1.64","1.28","37.18","32.39","5","3","5","5","-90.6","35","-77.2"
"1557224902","26.47","29.78","23.82","1.74","1.32","37.16","32.38","6","4","6","25","-81.4","30","-74.7"
"1557224957","26.61","29.99","23.86","1.63","1.28","37.63","32.38","9","6","10","1","-91.0","23","-74.4"
"1557225012","26.69","30.25","23.84","1.71","1.31","37.59","32.39","12","9","13","0","0.0","23","-71.3"
"1557225066","26.60","29.69","23.74","1.70","1.30","37.26","32.39","12","8","13","1","-90.0","29","-74.3"
"1557225121","26.69","29.96","23.81","1.70","1.30","37.23","32.40","12","9","19","0","0.0","39","-74.9"
"1557225176","26.66","29.88","24.01","1.69","1.30","36.97","32.43","9","7","10","0","0.0","14","-71.0"
"1557225231","26.73","30.04","24.02","1.75","1.32","36.97","32.43","7","5","7","0","0.0","39","-74.4"
"1557225286","26.69","30.12","23.97","1.73","1.31","36.97","32.46","7","5","7","0","0.0","5","-70.6"
"1557225340","26.59","29.79","23.64","1.77","1.33","36.90","32.47","8","5","17","0","0.0","40","-73.0"
"1557225395","26.65","29.89","23.94","1.72","1.31","36.90","32.49","6","4","6","0","0.0","21","-78.1"
"1557225450","26.86","30.36","24.18","1.75","1.32","37.18","32.49","6","4","7","0","0.0","17","-77.6"
"1557225505","26.62","29.99","23.85","1.75","1.32","37.18","32.50","6","4","6","0","0.0","2","-77.5"
"1557225559","26.58","29.92","23.74","1.74","1.32","36.75","32.50","7","5","7","0","0.0","0","0.0"
"1557225614","26.81","29.90","24.04","1.72","1.31","37.08","32.50","9","7","14","0","0.0","1","-81.0"
"1557225669","26.72","30.23","23.97","1.77","1.33","36.85","32.51","8","6","9","0","0.0","40","-70.1"
"1557225724","26.84","30.11","24.03","1.76","1.33","37.54","32.51","7","5","7","0","0.0","10","-71.8"
"1557225779","26.91","30.29","24.04","1.74","1.32","37.76","32.53","10","8","12","17","-80.1","11","-77.3"
"1557225833","26.92","30.38","24.16","1.80","1.34","38.18","32.54","9","7","12","2","-96.5","0","0.0"
"1557225888","26.73","30.09","23.82","1.82","1.35","38.22","32.57","9","7","15","19","-95.1","7","-71.3"
"1557225943","26.80","30.30","23.79","1.81","1.35","37.89","32.57","10","8","12","7","-94.7","10","-74.0"
"1557225998","26.84","30.30","24.30","1.77","1.33","37.94","32.60","8","6","18","0","0.0","38","-72.1"
"1557226053","26.77","30.31","23.80","1.83","1.35","37.99","32.60","6","4","6","2","-95.0","7","-66.4"
"1557226107","26.80","30.20","24.04","1.81","1.34","38.00","32.64","5","3","5","0","0.0","40","-70.6"
"1557226162","26.78","30.22","24.05","1.82","1.35","38.31","32.63","3","2","3","1","-93.0","17","-66.9"
"1557226217","26.78","30.20","23.80","1.81","1.35","37.76","32.65","4","2","4","0","0.0","38","-73.4"
"1557226272","26.75","30.17","24.03","1.77","1.33","36.61","32.65","4","3","5","0","0.0","40","-70.6"
"1557226327","26.83","30.04","24.01","1.76","1.32","36.39","32.65","4","3","4","1","-97.0","11","-66.9"
"1557226381","26.77","30.16","23.98","1.81","1.35","36.41","32.65","6","4","7","1","-96.0","0","0.0"
"1557226436","26.47","29.81","23.80","1.75","1.32","35.91","32.65","5","4","5","12","-94.5","40","-74.3"
"1557226491","26.55","29.84","23.48","1.80","1.34","35.94","32.63","5","3","5","2","-93.0","33","-73.5"
"1557226546","26.58","29.82","23.69","1.75","1.32","36.86","32.60","6","4","6","0","0.0","0","0.0"
"1557226600","26.55","29.83","23.67","1.73","1.32","37.10","32.57","4","2","4","0","0.0","23","-71.3"
"1557226655","26.40","29.65","23.62","1.67","1.29","37.03","32.54","5","4","5","6","-94.7","22","-68.6"
"1557226710","26.47","29.78","23.72","1.69","1.30","35.75","32.51","6","4","7","13","-94.7","31","-64.1"
"1557226765","26.56","30.01","23.83","1.72","1.31","36.16","32.49","4","2","4","0","0.0","18","-68.9"
"1557226820","26.55","29.97","23.99","1.74","1.32","36.53","32.44","3","2","3","0","0.0","38","-72.5"
"1557226874","26.46","29.78","23.63","1.70","1.30","36.39","32.43","4","3","4","0","0.0","1","-71.0"
"1557226929","26.58","29.84","23.93","1.70","1.31","36.49","32.40","4","3","4","0","0.0","31","-77.1"
"1557226984","26.43","29.75","23.70","1.68","1.30","36.61","32.35","3","2","3","0","0.0","5","-76.4"
"1557227039","26.60","30.11","23.97","1.71","1.31","36.75","32.33","3","2","3","0","0.0","6","-70.0"
"1557227094","26.49","29.72","23.66","1.66","1.29","37.17","32.31","4","3","4","0","0.0","29","-72.4"
"1557227148","26.52","30.32","24.05","1.68","1.30","37.08","32.28","3","2","6","0","0.0","0","0.0"
"1557227203","26.38","29.80","23.47","1.63","1.28","36.40","32.25","3","2","3","0","0.0","26","-73.7"
"1557227258","26.52","29.92","23.75","1.66","1.29","36.64","32.22","3","2","3","0","0.0","25","-80.1"
"1557227313","26.53","30.16","23.84","1.64","1.28","35.95","32.21","4","2","4","0","0.0","32","-80.3"
"1557227367","26.65","30.03","24.04","1.69","1.30","36.76","30.24","3","2","3","0","0.0","22","-82.0"
"1557227422","26.70","29.83","24.00","1.70","1.30","37.12","30.21","3","2","3","0","0.0","29","-85.0"
"1557227477","26.71","30.27","24.01","1.69","1.30","37.75","30.23","2","1","5","0","0.0","9","-85.1"
"1557227532","26.68","30.64","23.84","1.77","1.33","37.44","30.23","2","1","2","0","0.0","23","-84.7"
"1557227587","26.63","30.03","23.85","1.72","1.31","37.53","30.25","3","2","6","0","0.0","10","-87.3"
"1557227641","26.67","29.93","23.78","1.73","1.31","36.96","30.25","2","1","2","0","0.0","6","-89.7"
"1557227696","26.61","29.94","23.95","1.73","1.32","37.08","32.21","3","2","5","0","0.0","20","-89.6"
"1557227751","26.57","29.95","23.42","1.73","1.32","36.55","32.22","3","2","5","0","0.0","40","-79.9"
"1557227806","26.63","30.17","24.00","1.71","1.31","36.89","32.22","3","2","3","0","0.0","0","0.0"
"1557227861","26.64","29.92","23.76","1.71","1.31","37.34","32.22","2","1","2","0","0.0","40","-71.9"
"1557227915","26.62","29.94","24.03","1.72","1.31","37.89","32.22","2","1","2","0","0.0","12","-73.5"
"1557227970","26.71","30.06","23.96","1.74","1.32","37.80","32.22","2","1","6","0","0.0","36","-73.3"
"1557228025","26.76","30.07","23.70","1.75","1.32","38.13","32.24","2","1","2","3","-96.0","36","-70.4"
"1557228080","26.85","30.31","24.04","1.73","1.32","38.73","32.25","2","1","2","0","0.0","12","-72.3"
"1557228134","27.01","30.33","24.37","1.72","1.31","38.01","32.25","1","0","1","0","0.0","28","-67.9"
"1557228189","26.99","30.32","24.06","1.78","1.34","37.48","32.28","3","2","3","0","0.0","13","-72.8"
"1557228244","27.14","30.23","24.35","1.79","1.34","37.84","32.29","2","1","2","35","-79.6","0","0.0"
"1557228299","27.04","30.59","24.12","1.87","1.37","38.43","32.35","2","1","2","22","-73.0","13","-72.6"
"1557228354","26.99","30.25","24.15","1.85","1.36","38.84","32.38","1","0","1","7","-67.0","26","-90.3"
"1557228408","27.12","31.00","24.06","2.50","1.58","39.59","32.42","2","1","5","32","-74.2","6","-82.8"
"1557228463","26.79","30.12","23.81","2.23","1.49","38.95","32.44","3","2","11","32","-79.5","0","0.0"
"1557228518","26.64","29.87","23.81","2.18","1.48","38.04","32.43","3","2","3","39","-76.4","0","0.0"
"1557228573","27.89","33.79","23.63","4.03","2.01","37.47","32.40","2","1","11","0","0.0","0","0.0"
"1557228628","27.95","32.79","24.21","3.44","1.85","38.57","32.38","5","3","11","40","-59.7","0","0.0"
"1557228683","29.05","36.01","23.98","9.36","3.06","38.17","32.35","5","4","5","12","-57.1","0","0.0"
"1557228737","28.14","34.95","24.13","4.72","2.17","38.94","32.32","4","3","12","11","-57.6","0","0.0"
"1557228792","28.36","34.47","23.98","5.24","2.29","38.87","32.31","2","1","4","4","-60.5","0","0.0"
"1557228847","28.20","34.36","24.08","4.52","2.12","38.13","32.28","3","2","11","40","-53.6","0","0.0"
"1557228902","28.58","34.83","24.20","5.43","2.33","38.59","32.28","4","3","4","31","-57.6","0","0.0"
"1557228956","30.61","35.76","24.40","7.94","2.82","38.13","32.28","3","2","7","14","-58.1","0","0.0"
"1557229011","31.51","36.32","24.26","8.92","2.99","37.50","32.28","3","2","3","0","0.0","0","0.0"
"1557229066","27.04","30.96","23.93","2.11","1.45","37.32","32.28","3","2","7","22","-79.3","0","0.0"
"1557229121","26.88","30.83","23.63","2.14","1.46","36.76","32.29","2","1","2","0","0.0","0","0.0"
"1557229175","26.50","29.97","23.65","1.99","1.41","35.59","32.28","2","1","2","0","0.0","0","0.0"
"1557229230","26.76","30.28","23.85","2.10","1.45","35.56","32.26","3","2","6","30","-82.0","0","0.0"
"1557229285","26.73","30.28","23.77","2.13","1.46","35.83","32.26","2","1","2","26","-85.0","0","0.0"
"1557229340","26.55","30.26","23.67","2.06","1.43","35.03","32.28","4","3","7","24","-85.7","0","0.0"
"1557229395","26.75","30.36","23.68","2.20","1.48","35.61","32.29","2","1","2","2","-87.5","0","0.0"
"1557229449","26.74","30.78","23.81","2.24","1.50","35.83","32.29","3","2","4","15","-82.6","0","0.0"
"1557229504","27.28","33.19","23.98","3.56","1.89","35.95","32.31","2","1","2","35","-65.7","0","0.0"
"1557229559","28.61","35.07","24.80","5.41","2.33","37.34","32.32","2","1","3","40","-63.7","14","-84.6"
"1557229614","27.03","31.06","23.82","2.25","1.50","37.88","32.35","3","2","3","22","-66.2","5","-76.6"
"1557229669","26.87","30.49","23.78","2.16","1.47","37.08","32.36","2","1","2","31","-70.2","40","-76.1"
"1557229723","26.88","30.76","23.83","2.19","1.48","36.27","32.38","3","2","3","37","-69.4","4","-77.8"
"1557229778","26.79","30.44","23.77","2.20","1.48","35.72","32.39","2","1","2","40","-65.8","9","-79.9"
"1557229833","26.80","30.21","23.74","2.14","1.46","35.67","32.39","1","0","1","25","-66.4","29","-80.4"
"1557229888","26.76","30.24","23.87","2.14","1.46","35.07","32.39","2","1","31","16","-68.4","40","-72.2"
"1557229943","26.75","30.13","23.96","2.15","1.47","36.22","32.38","3","2","3","40","-67.4","2","-74.5"
"1557229997","26.66","30.23","23.80","2.04","1.43","36.61","32.36","3","2","3","4","-78.0","36","-77.7"
"1557230052","26.64","30.24","23.72","2.07","1.44","36.96","32.32","3","2","3","8","-74.1","38","-79.6"
"1557230107","26.54","29.98","23.88","2.02","1.42","37.19","32.31","2","1","2","9","-67.2","34","-75.8"
"1557230162","26.44","29.56","23.53","1.98","1.41","37.32","32.26","3","2","5","6","-68.5","40","-74.8"
"1557230217","26.46","29.59","23.77","1.93","1.39","37.05","32.24","3","2","3","40","-68.4","20","-73.6"
"1557230271","26.29","29.49","23.42","1.85","1.36","36.60","30.24","4","3","25","40","-69.1","10","-74.5"
"1557230326","26.38","29.73","23.80","1.96","1.40","36.35","30.18","2","1","3","7","-68.1","8","-91.8"
"1557230381","26.42","29.75","23.71","1.88","1.37","36.66","30.14","2","1","2","30","-70.5","0","0.0"
"1557230436","26.37","29.71","23.89","1.83","1.35","36.53","30.09","2","1","2","4","-72.8","0","0.0"
"1557230490","26.36","29.61","23.50","1.84","1.36","36.85","30.05","3","2","4","40","-69.7","0","0.0"
"1557230545","26.30","29.60","23.68","1.83","1.35","36.99","29.99","3","2","3","40","-77.9","0","0.0"
"1557230600","26.33","29.68","23.77","1.77","1.33","37.47","29.96","2","1","2","15","-74.1","37","-71.8"
"1557230655","26.18","29.54","23.31","1.79","1.34","36.96","29.92","4","3","4","38","-77.9","40","-69.5"
"1557230710","26.08","29.09","23.36","1.78","1.33","36.60","29.87","9","7","10","27","-78.1","40","-67.7"
"1557230764","26.19","29.11","23.60","1.68","1.30","36.33","29.81","8","6","9","4","-83.2","24","-66.2"
"1557230819","26.45","29.55","23.83","1.74","1.32","36.67","29.77","8","5","9","27","-75.4","40","-71.7"
"1557230874","26.32","29.54","23.44","1.68","1.30","37.16","29.71","8","6","10","0","0.0","3","-72.0"
"1557230929","26.40","29.54","23.79","1.67","1.29","37.54","29.67","11","8","12","1","-94.0","39","-70.6"
"1557230983","26.06","28.98","23.51","1.62","1.27","37.23","29.64","13","10","18","20","-67.1","22","-73.0"
"1557231038","26.09","29.00","23.21","1.61","1.27","37.04","30.25","20","14","22","33","-85.3","39","-74.1"
"1557231093","27.71","33.44","23.49","5.12","2.26","37.33","30.21","20","16","26","24","-66.5","12","-73.7"
"1557231148","27.49","34.01","23.81","3.37","1.84","39.16","30.19","18","14","20","0","0.0","9","-75.8"
"1557231203","28.10","35.31","24.22","5.38","2.32","40.06","30.16","26","21","29","18","-65.8","0","0.0"
"1557231257","27.85","34.45","23.90","4.50","2.12","40.96","30.13","34","27","38","28","-77.4","10","-70.7"
"1557231312","26.52","29.73","23.95","1.83","1.35","40.08","30.14","43","35","48","5","-71.2","6","-74.3"
"1557231367","26.53","30.09","23.86","1.77","1.33","39.48","30.14","53","43","60","20","-66.8","40","-72.2"
"1557231422","26.43","29.85","23.93","1.71","1.31","39.48","30.14","46","36","52","24","-68.5","38","-77.5"
"1557231477","26.35","29.56","23.87","1.70","1.30","39.38","30.14","51","41","57","7","-71.7","28","-72.1"
"1557231532","27.01","32.85","23.82","2.98","1.73","39.77","30.13","51","41","57","14","-71.9","40","-74.2"
"1557231586","26.60","30.07","23.75","1.85","1.36","40.75","30.10","63","51","71","17","-73.1","31","-75.5"
"1557231641","26.08","29.01","23.41","1.61","1.27","40.01","30.09","65","53","73","4","-90.8","26","-75.3"
"1557231697","26.31","29.29","23.60","1.63","1.28","39.56","30.07","73","59","82","38","-74.0","8","-75.9"
"1557231751","26.18","29.30","23.50","1.64","1.28","39.58","30.05","54","44","61","7","-82.7","39","-71.9"
"1557231806","26.27","29.42","23.74","1.66","1.29","38.98","30.03","46","37","52","5","-76.6","40","-73.8"
"1557231860","26.35","29.66","23.81","1.71","1.31","39.24","30.02","50","40","56","37","-82.3","40","-70.5"
"1557231915","26.21","29.35","23.48","2.01","1.42","38.55","29.99","44","35","49","12","-78.4","9","-70.6"
"1557231970","28.99","33.92","24.18","6.85","2.62","38.94","29.96","33","26","37","38","-78.3","31","-71.7"
"1557232025","28.95","33.68","24.15","5.93","2.43","40.00","29.94","29","23","32","38","-74.5","40","-77.1"
"1557232080","27.04","34.60","24.02","3.42","1.85","40.67","29.92","32","24","36","32","-75.5","40","-73.1"
"1557232134","26.78","32.62","23.97","2.47","1.57","39.95","29.94","34","27","38","40","-69.6","36","-80.6"
"1557232189","27.74","34.56","23.78","7.08","2.66","39.04","29.94","27","22","30","12","-78.1","27","-67.3"
"1557232244","26.73","31.28","23.86","2.29","1.51","38.68","29.95","22","16","24","39","-77.5","39","-78.3"
"1557232299","26.67","30.74","23.91","2.16","1.47","39.46","29.99","19","15","21","33","-75.5","32","-75.9"
"1557232354","26.52","29.97","23.88","1.81","1.35","39.51","30.02","19","13","21","9","-74.3","6","-70.2"
"1557232408","26.78","30.19","24.03","1.81","1.34","39.46","30.03","18","14","20","0","0.0","6","-70.3"
"1557232463","26.62","29.89","23.96","1.81","1.35","38.88","30.09","19","15","21","34","-74.5","39","-73.5"
"1557232518","26.69","30.18","24.18","1.85","1.36","39.36","30.13","14","11","15","32","-75.9","20","-73.8"
"1557232573","26.43","30.02","24.13","1.79","1.34","39.63","30.17","15","12","17","6","-81.7","5","-79.4"
"1557232628","26.44","29.58","23.91","1.75","1.32","40.10","30.20","14","11","17","2","-91.0","29","-73.6"
"1557232683","26.48","30.15","23.98","1.76","1.32","39.48","30.21","14","11","15","14","-85.2","4","-70.2"
"1557232737","26.59","29.94","23.89","1.81","1.34","39.12","30.21","14","11","17","24","-76.0","40","-73.6"
"1557232792","26.44","29.55","23.76","1.72","1.31","39.22","30.21","12","9","13","0","0.0","40","-69.9"
"1557232847","26.59","29.80","23.70","1.72","1.31","38.86","30.21","11","8","12","30","-78.2","3","-70.0"
"1557232902","26.38","29.63","23.68","1.73","1.31","38.40","30.21","11","8","12","0","0.0","40","-71.4"
"1557232956","26.37","29.62","23.72","1.72","1.31","37.85","30.20","9","7","10","15","-68.3","32","-71.0"
"1557233011","26.88","31.97","24.06","2.37","1.54","37.96","30.19","10","8","12","30","-72.6","27","-75.3"
"1557233066","26.68","29.89","23.96","1.93","1.39","38.51","30.19","9","7","10","11","-78.4","1","-96.0"
"1557233121","26.60","29.90","23.97","1.82","1.35","38.16","30.19","9","7","10","7","-88.7","7","-92.1"
"1557233175","26.73","30.18","23.92","1.90","1.38","38.25","30.19","11","8","16","14","-73.6","0","0.0"
"1557233230","26.80","29.92","24.11","1.82","1.35","38.87","30.19","8","6","9","5","-90.2","0","0.0"
"1557233285","27.68","34.07","24.32","4.25","2.06","38.95","30.23","9","7","10","40","-71.2","0","0.0"
"1557233340","26.87","30.32","24.05","1.96","1.40","39.17","30.25","11","8","14","27","-78.5","0","0.0"
"1557233395","26.81","30.03","24.02","1.91","1.38","38.17","30.25","7","5","7","36","-76.5","0","0.0"
"1557233449","26.87","30.36","23.97","1.99","1.41","38.26","29.64","9","6","10","9","-80.2","0","0.0"
"1557233504","26.77","30.41","24.01","2.00","1.41","38.17","29.64","8","6","9","0","0.0","0","0.0"
"1557233559","26.72","30.39","23.97","2.05","1.43","38.31","29.64","8","5","9","8","-73.8","0","0.0"
"1557233614","26.87","30.11","24.14","2.03","1.43","38.62","29.66","8","6","9","39","-77.8","0","0.0"
"1557233669","27.94","33.94","24.09","5.06","2.25","38.72","29.67","8","6","9","2","-85.0","0","0.0"
"1557233723","26.81","30.40","24.03","2.05","1.43","39.27","29.68","9","6","10","17","-86.2","0","0.0"
"1557233778","28.94","34.88","24.13","5.59","2.36","39.12","29.73","8","6","10","19","-78.8","0","0.0"
"1557233833","27.05","30.49","23.66","2.13","1.46","38.91","29.74","10","7","12","35","-78.8","0","0.0"
"1557233888","27.07","30.55","23.99","2.02","1.42","38.51","29.75","9","6","10","11","-71.5","0","0.0"
"1557233943","27.07","30.33","24.19","2.04","1.43","38.46","29.77","7","5","7","12","-81.8","0","0.0"
"1557233997","27.16","30.33","24.30","2.01","1.42","37.72","29.81","7","5","8","19","-87.3","0","0.0"
"1557234052","27.01","30.36","24.05","1.99","1.41","37.89","29.84","6","4","6","0","0.0","0","0.0"
"1557234107","26.92","30.13","24.11","1.92","1.38","38.37","29.87","6","4","7","38","-77.7","0","0.0"
"1557234162","26.64","30.21","23.69","1.89","1.37","37.77","29.89","4","2","4","32","-82.1","0","0.0"
"1557234217","26.76","29.69","23.79","1.94","1.39","37.27","29.89","7","5","7","15","-90.5","0","0.0"
"1557234271","26.97","30.37","24.20","1.91","1.38","37.41","29.89","8","6","9","3","-95.7","0","0.0"
"1557234326","26.73","29.63","23.80","1.86","1.36","37.48","29.91","6","4","7","0","0.0","0","0.0"
"1557234381","26.70","29.73","23.93","1.82","1.35","37.50","29.89","6","4","6","0","0.0","0","0.0"
"1557234436","26.78","29.54","24.07","1.79","1.34","37.80","29.89","8","5","9","0","0.0","0","0.0"
"1557234490","26.68","29.66","23.97","1.78","1.34","37.89","29.89","6","4","6","0","0.0","0","0.0"
"1557234545","26.64","29.78","23.98","1.78","1.33","37.96","29.89","7","5","9","0","0.0","0","0.0"
"1557234600","26.64","29.90","24.07","1.72","1.31","38.37","29.87","8","6","14","0","0.0","0","0.0"
"1557234655","26.56","29.46","24.03","1.67","1.29","38.63","29.84","7","5","7","0","0.0","0","0.0"
"1557234709","26.50","29.53","23.96","1.64","1.28","38.44","29.81","5","4","5","0","0.0","0","0.0"
"1557234764","26.45","29.56","23.66","1.61","1.27","38.51","29.78","4","3","5","0","0.0","0","0.0"
"1557234819","26.52","29.39","24.12","1.61","1.27","38.86","29.74","4","3","4","0","0.0","0","0.0"
"1557234874","26.44","29.09","23.79","1.64","1.28","38.84","29.73","4","3","4","0","0.0","0","0.0"
"1557234929","26.54","29.55","23.72","1.64","1.28","38.69","29.68","6","4","7","0","0.0","0","0.0"
"1557234983","26.52","29.60","23.99","1.58","1.26","38.91","29.66","6","4","6","0","0.0","0","0.0"
"1557235038","26.35","29.40","23.79","1.57","1.25","39.41","30.25","4","2","4","0","0.0","0","0.0"
"1557235093","26.32","29.07","23.81","1.53","1.24","39.43","30.23","5","3","7","0","0.0","0","0.0"
"1557235148","26.40","29.19","23.64","1.60","1.26","39.20","30.20","3","2","3","0","0.0","0","0.0"
"1557235203","26.39","29.06","23.92","1.56","1.25","39.36","30.14","4","3","4","0","0.0","0","0.0"
"1557235257","26.38","29.10","23.76","1.54","1.24","39.17","30.12","4","3","6","0","0.0","0","0.0"
"1557235312","26.43","29.30","23.85","1.54","1.24","39.12","30.07","5","4","5","0","0.0","0","0.0"
"1557235367","26.31","29.44","23.88","1.51","1.23","39.15","30.03","6","4","6","0","0.0","0","0.0"
"1557235422","26.30","28.96","23.42","1.49","1.22","38.79","30.00","5","4","5","0","0.0","0","0.0"
"1557235476","26.33","29.07","23.70","1.54","1.24","38.68","29.96","6","4","6","0","0.0","0","0.0"
"1557235531","26.34","29.38","23.75","1.52","1.23","38.68","29.92","6","4","6","0","0.0","0","0.0"
"1557235586","26.28","29.26","23.85","1.50","1.23","38.27","29.89","7","5","7","0","0.0","0","0.0"
"1557235641","26.31","29.23","23.65","1.50","1.23","38.56","29.85","9","7","10","0","0.0","0","0.0"
"1557235695","26.32","29.61","23.91","1.53","1.24","38.63","29.81","9","7","10","0","0.0","0","0.0"
"1557235750","26.21","29.21","23.80","1.51","1.23","38.87","29.78","9","6","10","0","0.0","0","0.0"
"1557235805","26.40","29.21","23.96","1.48","1.22","38.79","29.75","8","6","9","0","0.0","0","0.0"
"1557235860","26.33","29.19","23.89","1.48","1.21","38.84","29.73","8","5","9","0","0.0","0","0.0"
"1557235915","26.32","29.21","23.63","1.46","1.21","39.08","29.70","7","5","7","0","0.0","0","0.0"
"1557235969","26.17","29.19","23.61","1.42","1.19","39.38","29.67","10","8","11","0","0.0","0","0.0"
"1557236024","27.35","35.44","23.92","4.82","2.20","40.20","29.64","9","7","11","0","0.0","0","0.0"
"1557236079","26.34","29.32","24.22","1.30","1.14","41.25","29.63","12","9","13","0","0.0","0","0.0"
"1557236134","26.39","29.14","24.17","1.36","1.17","41.23","29.62","12","9","13","0","0.0","0","0.0"
"1557236189","26.23","29.78","23.85","1.39","1.18","41.09","30.23","10","8","12","0","0.0","0","0.0"
"1557236243","26.31","29.28","23.92","1.38","1.17","41.53","30.21","9","7","12","0","0.0","0","0.0"
"1557236298","26.30","29.65","24.14","1.41","1.19","41.43","30.19","12","9","13","0","0.0","0","0.0"
"1557236353","26.26","29.23","24.06","1.37","1.17","41.65","30.17","10","7","11","0","0.0","0","0.0"
"1557236408","26.49","30.00","24.28","1.38","1.17","41.69","30.14","10","8","11","0","0.0","0","0.0"
"1557236462","26.39","29.49","24.26","1.41","1.19","41.72","30.13","10","8","11","0","0.0","0","0.0"
"1557236517","26.36","29.48","24.19","1.42","1.19","41.77","30.13","10","8","11","0","0.0","0","0.0"
"1557236572","26.21","28.92","24.00","1.40","1.18","41.69","30.12","13","10","15","0","0.0","0","0.0"
"1557236627","26.19","29.26","24.08","1.39","1.18","41.31","30.09","14","10","15","0","0.0","0","0.0"
"1557236681","26.33","29.48","24.23","1.40","1.19","40.57","30.09","10","7","11","0","0.0","0","0.0"
"1557236736","26.39","29.36","24.29","1.43","1.20","40.19","30.07","7","5","7","0","0.0","0","0.0"
"1557236791","26.32","29.32","23.96","1.41","1.19","39.87","30.06","9","6","10","0","0.0","0","0.0"
"1557236846","26.27","29.09","23.85","1.41","1.19","39.45","30.06","8","6","9","0","0.0","0","0.0"
"1557236901","26.32","29.33","24.15","1.44","1.20","39.21","30.05","6","4","6","0","0.0","0","0.0"
"1557236955","26.31","29.31","24.11","1.39","1.18","39.21","30.06","8","6","10","0","0.0","0","0.0"
"1557237010","26.38","29.43","24.28","1.39","1.18","39.42","30.05","10","8","11","0","0.0","0","0.0"
"1557237065","26.35","29.46","24.04","1.40","1.18","39.32","30.05","7","5","9","0","0.0","0","0.0"
"1557237120","26.37","29.25","23.99","1.43","1.20","39.40","30.05","10","8","11","0","0.0","0","0.0"
"1557237174","26.25","30.09","23.59","1.66","1.29","41.12","30.03","12","9","13","0","0.0","0","0.0"
"1557237229","26.33","29.29","24.02","1.41","1.19","41.08","30.03","13","9","14","0","0.0","0","0.0"
"1557237284","26.56","29.61","24.06","1.41","1.19","40.23","30.02","13","10","14","0","0.0","0","0.0"
"1557237339","26.42","29.00","24.04","1.41","1.19","39.73","30.01","13","10","14","0","0.0","0","0.0"
